AS16-M-0236||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0237||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0238||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0239||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0240||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0241||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0242||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0243||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0244||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0245||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0246||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0247||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0248||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0249||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0250||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0251||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0252||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0253||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0254||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0255||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0256||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0257||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0258||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0259||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0260||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0261||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0262||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0263||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0264||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0265||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0266||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0267||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0268||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0269||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0270||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0271||76.2||CSM|Vertical|||Dark|Mapping|3400|
